Data Table for Daily Case Trends - Arizona,,,,
Date generated: Mon Nov 29 2021 16:20:12 GMT-0700 (Mountain Standard Time),,,,
State,Date,New Cases,7-Day Moving Avg,Total Doses Administered
Arizona,Nov 26 2021,3322,3681,N/A
Arizona,Nov 25 2021,3349,3931,N/A
Arizona,Nov 24 2021,4064,4050,9458251
Arizona,Nov 23 2021,3057,3964,9458251
Arizona,Nov 22 2021,3249,3990,9458161
Arizona,Nov 21 2021,3629,3922,9444188
Arizona,Nov 20 2021,5103,3845,9432117
Arizona,Nov 19 2021,5070,3685,9411312
Arizona,Nov 18 2021,4184,3596,9376731
Arizona,Nov 17 2021,3459,3516,9345690
Arizona,Nov 16 2021,3240,3564,9313106
Arizona,Nov 15 2021,2774,3546,9282581
Arizona,Nov 14 2021,3086,3530,9252018
Arizona,Nov 13 2021,3985,3550,9240036
Arizona,Nov 12 2021,4447,3494,9216735
Arizona,Nov 11 2021,3624,3404,9182667
Arizona,Nov 10 2021,3794,3393,9155939
Arizona,Nov  9 2021,3118,3163,9120948
Arizona,Nov  8 2021,2657,3053,9091204
Arizona,Nov  7 2021,3231,2972,9061854
Arizona,Nov  6 2021,3592,2916,9050437
Arizona,Nov  5 2021,3813,2809,9031535
Arizona,Nov  4 2021,3552,2792,9000310
Arizona,Nov  3 2021,2180,2684,8970611
Arizona,Nov  2 2021,2350,3272,8947596
Arizona,Nov  1 2021,2090,3001,8922241
Arizona,Oct 31 2021,2840,2725,8898020
Arizona,Oct 30 2021,2843,2531,8888723
Arizona,Oct 29 2021,3691,2574,8875970
Arizona,Oct 28 2021,2795,2486,8847551
Arizona,Oct 27 2021,6299,2443,8819861
Arizona,Oct 26 2021,450,1828,8791289
Arizona,Oct 25 2021,158,2033,8764811
Arizona,Oct 24 2021,1484,2280,8737696
Arizona,Oct 23 2021,3144,2337,8727899
Arizona,Oct 22 2021,3074,2243,8711839
Arizona,Oct 21 2021,2495,2146,8686419
Arizona,Oct 20 2021,1991,2131,8670945
Arizona,Oct 19 2021,1888,2178,8655127
Arizona,Oct 18 2021,1886,2198,8639096
Arizona,Oct 17 2021,1886,2180,8622344
Arizona,Oct 16 2021,2482,2222,8615948
Arizona,Oct 15 2021,2399,2204,8605410
Arizona,Oct 14 2021,2386,2248,8586493
Arizona,Oct 13 2021,2319,2268,8568708
Arizona,Oct 12 2021,2029,2228,8550858
Arizona,Oct 11 2021,1760,2260,8533465
Arizona,Oct 10 2021,2182,2311,8515890
Arizona,Oct  9 2021,2358,2321,8508623
Arizona,Oct  8 2021,2702,2405,8497326
Arizona,Oct  7 2021,2529,2539,8475835
Arizona,Oct  6 2021,2041,2570,8455467
Arizona,Oct  5 2021,2254,2762,8437024
Arizona,Oct  4 2021,2113,2601,8416501
Arizona,Oct  3 2021,2255,2579,8396412
Arizona,Oct  2 2021,2942,2625,8387676
Arizona,Oct  1 2021,3642,2621,8374300
Arizona,Sep 30 2021,2744,2529,8349647
Arizona,Sep 29 2021,3388,2568,8327000
Arizona,Sep 28 2021,1123,2384,8305061
Arizona,Sep 27 2021,1959,2500,8282972
Arizona,Sep 26 2021,2579,2509,8261662
Arizona,Sep 25 2021,2916,2492,8252860
Arizona,Sep 24 2021,2998,2467,8237497
Arizona,Sep 23 2021,3013,2443,8216196
Arizona,Sep 22 2021,2106,2420,8204439
Arizona,Sep 21 2021,1934,2467,8192349
Arizona,Sep 20 2021,2020,2563,8180735
Arizona,Sep 19 2021,2457,2600,8168066
Arizona,Sep 18 2021,2742,2644,8162573
Arizona,Sep 17 2021,2830,2732,8152365
Arizona,Sep 16 2021,2855,2754,8135747
Arizona,Sep 15 2021,2432,2701,8123075
Arizona,Sep 14 2021,2609,2671,8109772
Arizona,Sep 13 2021,2278,2581,8096553
Arizona,Sep 12 2021,2765,2595,8081954
Arizona,Sep 11 2021,3355,2639,8075221
Arizona,Sep 10 2021,2988,2649,8063688
Arizona,Sep  9 2021,2480,2765,8044590
Arizona,Sep  8 2021,2222,2907,8029750
Arizona,Sep  7 2021,1982,3266,8015582
Arizona,Sep  6 2021,2378,3101,8000811
Arizona,Sep  5 2021,3071,3225,7998391
Arizona,Sep  4 2021,3424,3085,7991830
Arizona,Sep  3 2021,3802,3152,7981177
Arizona,Sep  2 2021,3470,3138,7961889
Arizona,Sep  1 2021,4740,3132,7947823
Arizona,Aug 31 2021,822,2944,7932525
Arizona,Aug 30 2021,3247,3198,7918191
Arizona,Aug 29 2021,2090,3110,7901917
Arizona,Aug 28 2021,3893,3284,7893695
Arizona,Aug 27 2021,3707,3184,7879846
Arizona,Aug 26 2021,3428,3099,7858128
Arizona,Aug 25 2021,3427,3115,7841519
Arizona,Aug 24 2021,2595,2969,7824329
Arizona,Aug 23 2021,2632,2978,7807268
Arizona,Aug 22 2021,3307,2945,7789571
Arizona,Aug 21 2021,3195,2909,7782028
Arizona,Aug 20 2021,3109,2941,7768826
Arizona,Aug 19 2021,3546,2957,7748762
Arizona,Aug 18 2021,2402,2875,7733019
Arizona,Aug 17 2021,2661,2813,7716518
Arizona,Aug 16 2021,2400,2802,7700535
Arizona,Aug 15 2021,3052,2772,7684089
Arizona,Aug 14 2021,3418,2713,7676519
Arizona,Aug 13 2021,3225,2604,7664633
Arizona,Aug 12 2021,2970,2547,7645746
Arizona,Aug 11 2021,1970,2450,7631137
Arizona,Aug 10 2021,2582,2495,7617321
Arizona,Aug  9 2021,2191,2408,7603541
Arizona,Aug  8 2021,2639,2359,7588970
Arizona,Aug  7 2021,2653,2311,7582379
Arizona,Aug  6 2021,2826,2227,7571761
Arizona,Aug  5 2021,2289,2104,7553556
Arizona,Aug  4 2021,2286,2028,7540401
Arizona,Aug  3 2021,1974,1896,7526578
Arizona,Aug  2 2021,1846,1825,7513234
Arizona,Aug  1 2021,2306,1767,7499119
Arizona,Jul 31 2021,2066,1653,7492222
Arizona,Jul 30 2021,1965,1576,7479235
Arizona,Jul 29 2021,1759,1507,7458974
Arizona,Jul 28 2021,1361,1423,7443678
Arizona,Jul 27 2021,1475,1378,7428111
Arizona,Jul 26 2021,1441,1332,7413344
Arizona,Jul 25 2021,1508,1274,7398664
Arizona,Jul 24 2021,1528,1198,7391983
Arizona,Jul 23 2021,1479,1145,7381126
Arizona,Jul 22 2021,1174,1112,7364322
Arizona,Jul 21 2021,1043,1089,7350256
Arizona,Jul 20 2021,1154,1218,7336516
Arizona,Jul 19 2021,1034,1103,7323950
Arizona,Jul 18 2021,980,972,7310864
Arizona,Jul 17 2021,1152,947,7305528
Arizona,Jul 16 2021,1251,898,7297003
Arizona,Jul 15 2021,1014,851,7282611
Arizona,Jul 14 2021,1945,795,7271360
Arizona,Jul 13 2021,345,570,7260057
Arizona,Jul 12 2021,122,650,7249292
Arizona,Jul 11 2021,803,639,7237513
Arizona,Jul 10 2021,807,588,7232602
Arizona,Jul  9 2021,921,565,7222395
Arizona,Jul  8 2021,625,508,7206085
Arizona,Jul  7 2021,373,486,7194312
Arizona,Jul  6 2021,900,543,7182315
Arizona,Jul  5 2021,50,492,7170721
Arizona,Jul  4 2021,442,544,7161369
Arizona,Jul  3 2021,645,543,7160046
Arizona,Jul  2 2021,526,519,7152356
Arizona,Jul  1 2021,472,528,7138462
Arizona,Jun 30 2021,769,550,7124939
Arizona,Jun 29 2021,546,510,7110964
Arizona,Jun 28 2021,413,492,7098297
Arizona,Jun 27 2021,436,488,7085827
Arizona,Jun 26 2021,475,492,7079864
Arizona,Jun 25 2021,587,490,7069724
Arizona,Jun 24 2021,626,473,7052754
Arizona,Jun 23 2021,490,431,7037764
Arizona,Jun 22 2021,422,423,7021878
Arizona,Jun 21 2021,384,423,7006893
Arizona,Jun 20 2021,464,425,6994646
Arizona,Jun 19 2021,463,408,6988868
Arizona,Jun 18 2021,463,423,6977593
Arizona,Jun 17 2021,332,417,6957734
Arizona,Jun 16 2021,436,423,6940672
Arizona,Jun 15 2021,423,422,6922905
Arizona,Jun 14 2021,394,421,6905632
Arizona,Jun 13 2021,348,418,6886950
Arizona,Jun 12 2021,570,441,6878869
Arizona,Jun 11 2021,422,399,6861386
Arizona,Jun 10 2021,370,388,6834477
Arizona,Jun  9 2021,433,381,6812451
Arizona,Jun  8 2021,414,450,6790395
Arizona,Jun  7 2021,374,392,6770070
Arizona,Jun  6 2021,507,390,6748821
Arizona,Jun  5 2021,277,406,6738989
Arizona,Jun  4 2021,346,446,6717707
Arizona,Jun  3 2021,322,512,6689264
Arizona,Jun  2 2021,915,575,6664623
Arizona,Jun  1 2021,4,538,6643235
Arizona,May 31 2021,361,609,6621151
Arizona,May 30 2021,623,622,6616639
Arizona,May 29 2021,557,579,6609151
Arizona,May 28 2021,807,591,6595774
Arizona,May 27 2021,764,558,6570803
Arizona,May 26 2021,656,533,6547694
Arizona,May 25 2021,500,516,6522953
Arizona,May 24 2021,450,533,6499933
Arizona,May 23 2021,321,536,6476204
Arizona,May 22 2021,645,559,6465245
Arizona,May 21 2021,571,534,6438279
Arizona,May 20 2021,590,575,6402359
Arizona,May 19 2021,540,568,6369382
Arizona,May 18 2021,619,558,6331222
Arizona,May 17 2021,468,567,6301569
Arizona,May 16 2021,482,592,6267699
Arizona,May 15 2021,474,587,6250347
Arizona,May 14 2021,854,654,6218538
Arizona,May 13 2021,544,649,6176342
Arizona,May 12 2021,469,657,6134673
Arizona,May 11 2021,683,696,6102273
Arizona,May 10 2021,642,699,6074215
Arizona,May  9 2021,448,700,6047056
Arizona,May  8 2021,939,687,6034096
Arizona,May  7 2021,820,706,6006553
Arizona,May  6 2021,601,710,5965935
Arizona,May  5 2021,742,750,5926352
Arizona,May  4 2021,701,730,5889310
Arizona,May  3 2021,652,727,5848201
Arizona,May  2 2021,356,741,5816631
Arizona,May  1 2021,1074,785,5795299
Arizona,Apr 30 2021,844,735,5766250
Arizona,Apr 29 2021,881,743,5718502
Arizona,Apr 28 2021,603,709,5669979
Arizona,Apr 27 2021,682,716,5617344
Arizona,Apr 26 2021,750,719,5565441
Arizona,Apr 25 2021,661,710,5516845
Arizona,Apr 24 2021,729,718,5490960
Arizona,Apr 23 2021,896,682,5450371
Arizona,Apr 22 2021,647,675,5388872
Arizona,Apr 21 2021,649,648,5322690
Arizona,Apr 20 2021,702,615,5257651
Arizona,Apr 19 2021,692,602,5199990
Arizona,Apr 18 2021,711,600,5144590
Arizona,Apr 17 2021,480,575,5114464
Arizona,Apr 16 2021,845,624,5070566
Arizona,Apr 15 2021,460,600,5003472
Arizona,Apr 14 2021,419,630,4934529
Arizona,Apr 13 2021,610,677,4869990
Arizona,Apr 12 2021,675,671,4815618
Arizona,Apr 11 2021,540,662,4759708
Arizona,Apr 10 2021,819,651,4727744
Arizona,Apr  9 2021,677,635,4676716
Arizona,Apr  8 2021,670,672,4602692
Arizona,Apr  7 2021,750,631,4522870
Arizona,Apr  6 2021,570,628,4443478
Arizona,Apr  5 2021,608,631,4372255
Arizona,Apr  4 2021,464,630,4310029
Arizona,Apr  3 2021,706,643,4289034
Arizona,Apr  2 2021,940,653,4237969
Arizona,Apr  1 2021,381,600,4164458
Arizona,Mar 31 2021,733,566,4077484
Arizona,Mar 30 2021,586,547,3991449
Arizona,Mar 29 2021,604,536,3916505
Arizona,Mar 28 2021,554,519,3847231
Arizona,Mar 27 2021,776,509,3807961
Arizona,Mar 26 2021,571,504,3749165
Arizona,Mar 25 2021,138,482,3669282
Arizona,Mar 24 2021,605,503,3586338
Arizona,Mar 23 2021,507,480,3514002
Arizona,Mar 22 2021,484,479,3457214
Arizona,Mar 21 2021,488,501,3405594
Arizona,Mar 20 2021,735,524,3372703
Arizona,Mar 19 2021,423,456,3318896
Arizona,Mar 18 2021,284,591,3246941
Arizona,Mar 17 2021,445,813,3171643
Arizona,Mar 16 2021,497,868,3097667
Arizona,Mar 15 2021,638,877,3033612
Arizona,Mar 14 2021,649,898,2978398
Arizona,Mar 13 2021,262,996,2949095
Arizona,Mar 12 2021,1367,1206,2890110
Arizona,Mar 11 2021,1835,1336,2807135
Arizona,Mar 10 2021,830,1239,2723752
Arizona,Mar  9 2021,563,1304,2643056
Arizona,Mar  8 2021,783,1345,2579599
Arizona,Mar  7 2021,1335,1381,2521735
Arizona,Mar  6 2021,1735,1344,2494996
Arizona,Mar  5 2021,2276,1265,2443494
Arizona,Mar  4 2021,1154,1171,2373885
Arizona,Mar  3 2021,1284,1140,2305904
Arizona,Mar  2 2021,849,1144,2239593
Arizona,Mar  1 2021,1039,1208,2183003
Arizona,Feb 28 2021,1075,1276,2127182
Arizona,Feb 27 2021,1179,1380,2099540
Arizona,Feb 26 2021,1621,1505,2041350
Arizona,Feb 25 2021,939,1547,1968894
Arizona,Feb 24 2021,1310,1577,1902522
Arizona,Feb 23 2021,1298,1578,1839810
Arizona,Feb 22 2021,1510,1555,1789410
Arizona,Feb 21 2021,1807,1531,1755222
Arizona,Feb 20 2021,2050,1551,1740346
Arizona,Feb 19 2021,1921,1515,1701320
Arizona,Feb 18 2021,1146,1587,1651363
Arizona,Feb 17 2021,1318,1690,1594731
Arizona,Feb 16 2021,1135,1784,1536646
Arizona,Feb 15 2021,1341,2248,1485222
Arizona,Feb 14 2021,1950,2379,1465106
Arizona,Feb 13 2021,1794,2321,1447556
Arizona,Feb 12 2021,2429,2561,1395418
Arizona,Feb 11 2021,1864,2761,1329558
Arizona,Feb 10 2021,1980,3126,1270685
Arizona,Feb  9 2021,4384,3172,1212285
Arizona,Feb  8 2021,2253,2966,1162056
Arizona,Feb  7 2021,1547,3179,1117083
Arizona,Feb  6 2021,3474,3676,1098184
Arizona,Feb  5 2021,3829,3911,1052038
Arizona,Feb  4 2021,4420,4083,998881
Arizona,Feb  3 2021,2299,4119,944732
Arizona,Feb  2 2021,2941,4637,896798
Arizona,Feb  1 2021,3744,4895,857418
Arizona,Jan 31 2021,5028,5121,821464
Arizona,Jan 30 2021,5122,5434,810692
Arizona,Jan 29 2021,5031,5748,785156
Arizona,Jan 28 2021,4674,6187,743309
Arizona,Jan 27 2021,5921,6862,697644
Arizona,Jan 26 2021,4751,6709,651802
Arizona,Jan 25 2021,5324,6947,612593
Arizona,Jan 24 2021,7220,6959,579967
Arizona,Jan 23 2021,7319,6925,564676
Arizona,Jan 22 2021,8102,7125,535873
Arizona,Jan 21 2021,9401,7274,496828
Arizona,Jan 20 2021,4848,6976,456807
Arizona,Jan 19 2021,6420,7088,419334
